,MMIN,CHMAX,2столбец,4 столбец,6 столбец,8 столбец
0,0.25107383385349114,1.0,0.4784583093962198,0.7202527005188581,1.0,0.7346652306174091
1,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.7990534821237099
2,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.7568029512351966
3,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.7050869445866843
4,0.8744630830732544,0.47809144373375745,0.12808187706311702,0.8758356612990179,0.4338609156373123,0.649471330155583
5,0.8744630830732544,0.6761234037828133,0.10189406776905618,0.9857853699529942,0.6135719910778963,0.8342139615064483
6,1.0,0.6761234037828133,0.07249198857799022,0.9857853699529942,0.6135719910778963,0.864325498281316
7,1.0,0.6761234037828133,0.07249198857799022,0.9857853699529942,0.6135719910778963,0.9246283544055445
8,1.0,0.6761234037828133,0.07249198857799022,1.0,0.6135719910778963,0.9798538963002117
9,1.0,0.9561828874675149,0.07249198857799022,1.0,0.8677218312746247,1.0
10,0.4978523322930176,0.16903085094570333,0.7574012497697602,0.6103029918648819,0.0,0.38783405081096806
11,0.37661075078023687,0.2927700218845599,0.7574012497697602,0.6347549737976768,0.15339299776947407,0.39861149066714036
12,0.6233892492197631,0.33806170189140666,0.302440274490998,0.7658859526450419,0.6183469424008422,0.5736173678538665
13,0.7489261661465089,0.33806170189140666,0.2587165279941156,0.8758356612990179,0.6183469424008422,0.6588112683156926
14,0.0,0.23904572186687872,0.7253781974047098,0.0,0.0,0.10733162107961347
15,0.37661075078023687,0.6761234037828133,0.5911730091778786,0.8758356612990179,0.0,0.37055467407727033
16,0.38080657134768614,0.46291004988627577,0.5479284170029481,0.5459865353370896,0.21693045781865616,0.24219411601720459
17,0.37661075078023687,0.6761234037828133,0.5107210585911774,0.691332144231461,0.0,0.3236690873295944
18,0.4978523322930176,0.47809144373375745,0.5107210585911774,0.5459865353370896,0.0,0.3450550575508951
19,0.7893400266507692,0.9561828874675149,0.447801737414133,0.691332144231461,0.9139442639718566,0.6294453259227297
20,0.5712867211513107,0.6761234037828133,0.5107210585911774,0.7279919866128666,0.0,0.33816545633520284
21,0.7027622516643471,0.5345224838248488,0.5107210585911774,0.7254539500764066,0.0,0.3581914605680561
22,0.6487017424990368,0.9561828874675149,0.5107210585911774,0.7254539500764066,0.0,0.4872784290722442
23,0.7027622516643471,0.9561828874675149,0.447801737414133,0.7254539500764066,0.0,0.5334739856047315
24,0.12553691692674562,0.4140393356054125,0.7038877089595377,0.7202527005188581,0.0,0.2823374982663395
25,0.37661075078023687,0.20701966780270625,0.7038877089595377,0.5459865353370896,0.15339299776947407,0.513171333521929
26,0.25107383385349114,0.2927700218845599,0.7038877089595377,0.7202527005188581,0.0,0.3581914605680561
27,0.25107383385349114,0.20701966780270625,0.7038877089595377,0.6103029918648819,0.15339299776947407,0.31602773571741544
28,0.37661075078023687,0.2672612419124244,0.7038877089595377,0.691332144231461,0.15339299776947407,0.5362206131038871
29,0.25107383385349114,0.2927700218845599,0.7038877089595377,0.691332144231461,0.15339299776947407,0.31602773571741544
30,0.546757348778692,0.5855400437691198,0.09248828740223403,0.5888192927916598,0.8778315529155452,0.8029230944708228
31,0.546757348778692,0.5855400437691198,0.09248828740223403,0.5888192927916598,0.8778315529155452,0.8648972374413935
32,0.6722942657054377,0.5855400437691198,0.2587165279941156,0.8087187100996118,0.4200840252084029,0.3517259039194644
33,0.6722942657054377,0.5855400437691198,0.2587165279941156,0.8087187100996118,0.4200840252084029,0.4940568882532464
34,0.797831182632183,0.5855400437691198,0.2858946346005018,0.9187440800473776,0.4200840252084029,0.6033801262508589
35,0.797831182632183,0.5855400437691198,0.317917686965552,0.9187440800473776,0.4200840252084029,0.745017768384022
36,0.3723154153662721,0.23904572186687872,0.2587165279941156,0.5459865353370896,0.21693045781865616,0.2529715558733769
37,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.6559362439910659,0.21693045781865616,0.3310422653103688
38,0.6233892492197631,0.2672612419124244,0.2587165279941156,0.7658859526450419,0.21693045781865616,0.5191749994334436
39,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.6559362439910659,0.21693045781865616,0.30809796400273165
40,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.7658859526450419,0.21693045781865616,0.37647377004935295
41,0.6233892492197631,0.2672612419124244,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.39861149066714036
42,0.6233892492197631,0.2927700218845599,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.4537378987964951
43,0.6233892492197631,0.2927700218845599,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.4838053911289663
44,0.4978523322930176,0.4140393356054125,0.4933354295464305,0.8302024091728342,0.2300894966542111,0.5221137048431164
45,0.4978523322930176,0.4140393356054125,0.4933354295464305,0.7658859526450419,0.2300894966542111,0.5221137048431164
46,0.37661075078023687,0.11952286093343936,0.9266086175960762,0.3298491259619284,0.21693045781865616,0.23083383525558937
47,0.4978523322930176,0.11952286093343936,0.9266086175960762,0.691332144231461,0.0,0.2529715558733769
48,0.37661075078023687,0.2672612419124244,0.7038877089595377,0.7658859526450419,0.15339299776947407,0.39861149066714036
49,0.37661075078023687,0.33806170189140666,0.5911730091778786,0.7658859526450419,0.21693045781865616,0.4906949923446586
50,0.3245082227117845,0.11952286093343936,0.8916064379965913,0.7658859526450419,0.0,0.291279869587527
51,0.25107383385349114,0.11952286093343936,0.8916064379965913,0.5459865353370896,0.0,0.291279869587527
52,0.4978523322930176,0.20701966780270625,0.5056364160026057,0.8758356612990179,0.30678599553894814,0.6588112683156926
